EF_W_COMP_WORKOVERS_FRAC.FACILITY_NAME,EF_W_COMP_WORKOVERS_FRAC.FACILITY_ID,EF_W_COMP_WORKOVERS_FRAC.REPORTING_YEAR,EF_W_COMP_WORKOVERS_FRAC.TABLE_NUM,EF_W_COMP_WORKOVERS_FRAC.TABLE_DESC,EF_W_COMP_WORKOVERS_FRAC.INDUSTRY_SEGMENT,EF_W_COMP_WORKOVERS_FRAC.SUB_BASIN_IDENTIFIER,EF_W_COMP_WORKOVERS_FRAC.WELL_TYPE,EF_W_COMP_WORKOVERS_FRAC.IS_GAS_FLARED,EF_W_COMP_WORKOVERS_FRAC.REDUCED_EMISSION_COMPLETIONS,EF_W_COMP_WORKOVERS_FRAC.TOTAL_COMPLETIONS,EF_W_COMP_WORKOVERS_FRAC.REDUCED_EMISSION_WORKOVERS,EF_W_COMP_WORKOVERS_FRAC.TOTAL_WORKOVERS,EF_W_COMP_WORKOVERS_FRAC.OIL_OR_GAS_WELL,EF_W_COMP_WORKOVERS_FRAC.EQUATION_USED,EF_W_COMP_WORKOVERS_FRAC.FLOW_VOLUME,EF_W_COMP_WORKOVERS_FRAC.FLOW_RATE,EF_W_COMP_WORKOVERS_FRAC.ANNUAL_CH4_EMISSIONS
360 Anadarko Basin DEC,1008287,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Shale gas,Horizontal,Yes,Yes,13,,,,Equation W-10B,5505451.3892,6,1.7
Newfield.360.Anadarko Basin,1009260,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Shale gas,Horizontal,No,Yes,2,,,,Equation W-10A,,,131.193
Newfield.360.Anadarko Basin,1009260,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Shale gas,Horizontal,No,Yes,3,,,,Equation W-10B,0,17847,42.105
Newfield.360.Anadarko Basin,1009260,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,1564000000,24750,48.67
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Shale gas,Horizontal,No,No,3,,,,Equation W-10A,,,.1
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Shale gas,Horizontal,Yes,No,22,,,,Equation W-10A,,,1.1
CRI 360 Anadarko,1008472,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CUSTER  OK (39) - Shale gas,Horizontal,Yes,Yes,5,,,,Equation W-10B,2406000,10000,1.903
CRI 360 Anadarko,1008472,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Shale gas,Horizontal,Yes,Yes,2,,,,Equation W-10B,1513000,10000,1.216
CRI 360 Anadarko,1008472,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Shale gas,Horizontal,Yes,Yes,39,,,,Equation W-10B,7712000,10000,5.721
Newfield.360.Anadarko Basin,1009260,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Shale gas,Horizontal,Yes,Yes,3,,,,Equation W-10B,231724000,26375,127.948
Newfield.360.Anadarko Basin,1009260,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10B,0,7708,15.795
Marathon Oil Anadarko Basin (AAPG 360),1009353,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10B,1330666.67,166333.33,21.5
Lindsay Field Office,1011666,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Shale gas,Horizontal,Yes,Yes,13,,,,Equation W-10B,6244000,29840,2.04
Newfield.360.Anadarko Basin,1009260,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - KINGFISHER  OK (73) - Shale gas,Horizontal,No,Yes,24,,,,Equation W-10B,0,18743.0416667,198.026
Newfield.360.Anadarko Basin,1009260,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - KINGFISHER  OK (73) - Shale gas,Horizontal,Yes,Yes,11,,,,Equation W-10B,20502292000,26731.0909091,203.37
Newfield.360.Anadarko Basin,1009260,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - KINGFISHER  OK (73) - Shale gas,Horizontal,No,Yes,17,,,,Equation W-10A,,,307.12
Marathon Oil Anadarko Basin (AAPG 360),1009353,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - KINGFISHER  OK (73) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10B,724166,36208.3,6.5
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - KINGFISHER  OK (73) - Shale gas,Horizontal,Yes,No,2,,,,Equation W-10A,,,0
White Knight 420 Fort Worth Syncline,1012014,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - PARKER  TX (367) - High permeability gas,Vertical,No,Yes,1,,,,Equation W-10B,195500,3833.3333333,2.931
EagleRidge Operating  LLC. Fort Worth Syncline Basin,1011765,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - DENTON  TX (121) - Shale gas,Horizontal,No,Yes,3,,,,Equation W-10A,,,0
420 Fort Worth Syncline DEC,1008289,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - DENTON  TX (121) - Shale gas,Vertical,Yes,Yes,37,,,,Equation W-10B,29100243.0572,8,10.3
420 Fort Worth Syncline DEC,1008289,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - DENTON  TX (121) - Shale gas,Horizontal,Yes,Yes,5,,,,Equation W-10B,3932465.278,8,1.4
Aruba Petroleum  Inc. 420 Fort Worth Syncline,1008356,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - MONTAGUE  TX (337) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10B,0,0,0
XTO Energy Inc 420 Fort Worth Syncline,1009388,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - PARKER  TX (367) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10B,0,3448,.03
420 Fort Worth Syncline DEC,1008289,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - PARKER  TX (367) - Shale gas,Horizontal,Yes,Yes,2,,,,Equation W-10B,1572986.1112,8,.5
420 Fort Worth Syncline DEC,1008289,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - WISE  TX (497) - Shale gas,Horizontal,Yes,Yes,9,,,,Equation W-10B,7078437.5004,8,2.2
420 Fort Worth Syncline DEC,1008289,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - WISE  TX (497) - Shale gas,Vertical,Yes,Yes,91,,,,Equation W-10B,71570868.0596,8,22.2
Sage Natural Resources 420 Fort Worth Syncline,1011684,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - WISE  TX (497) - Shale gas,Horizontal,No,No,4,,,,Equation W-10B,180167,17971.5,5.2
Aruba Petroleum  Inc. 420 Fort Worth Syncline,1008356,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - WISE  TX (497) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10B,0,0,0
Atlas 420/Fort Worth Syncline Basin - Jacksboro,1010237,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - JACK  TX (237) - Other tight reservoir rock,Vertical,No,Yes,6,,,,Equation W-10B,0,1521,.1
Atlas 420/Fort Worth Syncline Basin - Jacksboro,1010237,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - JACK  TX (237) - Other tight reservoir rock,Vertical,Yes,Yes,1,,,,Equation W-10B,1153270,5062,2.34
BPX Energy Permian Basin  AAPG Basin 430,1008632,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - LOVING  TX (301) - Shale gas,Horizontal,No,Yes,6,,,,Equation W-10A,,,35.48
Matador Production Company - Permian Basin,1012068,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - LOVING  TX (301) - Shale gas,Horizontal,Yes,No,4,,,,Equation W-10A,,,.095
ConocoPhillips' Permian (430),1007479,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Shale gas,Vertical,Yes,Yes,2,,,,Equation W-10B,10049000,47032.4,3.514
BPX Energy Permian Basin  AAPG Basin 430,1008632,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - Shale gas,Horizontal,No,Yes,35,,,,Equation W-10A,,,77.36
Cimarex Energy Co. 430 Permian,1008544,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CULBERSON  TX (109) - Other tight reservoir rock,Horizontal,Yes,No,3,,,,Equation W-10A,,,0
Crestone Peak - Denver Basin,1008206,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,Horizontal,Yes,Yes,15,,,,Equation W-10B,0,0,0
Extraction Oil & Gas  Inc.,1011761,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,Horizontal,Yes,No,10,,,,Equation W-10B,6332300,12715.46,1.81
Extraction Oil & Gas  Inc.,1011761,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,Horizontal,No,Yes,74,,,,Equation W-10B,23335000,23546.92,0
Denver Basin - AAPG Province 540,1008202,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,Horizontal,Yes,Yes,58,,,,Equation W-10B,2000,0,.16
Denver Basin - AAPG Province 540,1008202,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,Vertical,Yes,Yes,4,,,,Equation W-10B,2000,0,.02
Basin 540 Denver Julesburg - Noble Energy Inc.,1008270,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,Horizontal,Yes,No,14,,,,Equation W-10B,8688000,35440.22,77.948
Great Western Oil & Gas Company - D-J Basin,1008794,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,Horizontal,Yes,Yes,26,,,,Equation W-10B,24452603.333,0,6.121
PDC Energy 540 Denver Basin,1009286,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,Horizontal,Yes,Yes,133,,,,Equation W-10A,,,62.977
#540 BONANZA CREEK ENERGY - DENVER BASIN,1000355,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,Horizontal,Yes,No,89,,,,Equation W-10B,55462610,3638.3,12.1
EP Energy E&P 430 Permian Basin,1007777,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,Horizontal,Yes,Yes,9,,,,Equation W-10A,,,217.201
Cimarex Energy Co. 430 Permian,1008544,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CULBERSON  TX (109) - High permeability gas,Horizontal,No,No,1,,,,Equation W-10A,,,.1
Cimarex Energy Co. 430 Permian,1008544,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CULBERSON  TX (109) - High permeability gas,Horizontal,Yes,No,3,,,,Equation W-10A,,,.1
EP Energy E&P 430 Permian Basin,1007777,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CROCKETT  TX (105) - Oil,Horizontal,Yes,Yes,22,,,,Equation W-10A,,,1463.613
Nadel and Gussman Permian Basin No. 430,1009788,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - EDDY  NM (15) - Oil,Horizontal,No,No,1,,,,Equation W-10B,0,0,0
EP Energy E&P 430 Permian Basin,1007777,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - IRION  TX (235) - Oil,Horizontal,Yes,Yes,4,,,,Equation W-10A,,,42.893
Crestone Peak - Denver Basin,1008206,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Shale gas,Horizontal,Yes,Yes,16,,,,Equation W-10B,0,0,0
Denver Basin - AAPG Province 540,1008202,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Shale gas,Horizontal,Yes,Yes,126,,,,Equation W-10B,0,0,1.94
Denver Basin - AAPG Province 540,1008202,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Shale gas,Vertical,Yes,Yes,9,,,,Equation W-10B,0,0,0
Great Western Oil & Gas Company - D-J Basin,1008794,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - ADAMS  CO (1) - Other tight reservoir rock,Horizontal,Yes,Yes,4,,,,Equation W-10B,1208.333,0,0
Nadel and Gussman Permian Basin No. 430,1009788,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - LEA  NM (25) - Oil,Horizontal,No,No,1,,,,Equation W-10B,0,0,0
Powder River Basin - AAPG Province 515,1008203,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],515 - CONVERSE  WY (9) - Oil,Vertical,Yes,Yes,3,,,,Equation W-10B,0,0,4.9
Denver Basin - AAPG Province 540,1008202,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - LARIMER  CO (69) - Other tight reservoir rock,Horizontal,No,Yes,3,,,,Equation W-10B,0,0,0
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Oil,Horizontal,No,Yes,9,,,,Equation W-10A,,,5.657
SK Plymouth LLC Anadarko Basin,1011752,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GARFIELD  OK (47) - Oil,Vertical,No,Yes,24,,,,Equation W-10B,0,0,0
SK Plymouth LLC Anadarko Basin,1011752,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRANT  OK (53) - Oil,Vertical,No,Yes,1,,,,Equation W-10B,0,0,0
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Oil,Horizontal,No,Yes,35,,,,Equation W-10A,,,44.923
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - LIPSCOMB  TX (295) - Oil,Horizontal,No,Yes,4,,,,Equation W-10A,,,2.623
Newfield.355.Chautauqua Platform,1009115,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],355 - MC CLAIN  OK (87) - Shale gas,Horizontal,Yes,Yes,3,,,,Equation W-10B,20719000,21041.6666667,27.911
Arkoma Basin,1010205,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - CLEBURNE  AR (23) - Other tight reservoir rock,Horizontal,No,Yes,56,,,,Equation W-10B,0,0,0
Arkoma Basin,1010205,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - CONWAY  AR (29) - Other tight reservoir rock,Horizontal,No,Yes,58,,,,Equation W-10B,0,0,0
Arkoma Basin,1010205,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - FAULKNER  AR (45) - Other tight reservoir rock,Horizontal,No,Yes,71,,,,Equation W-10B,0,0,0
Newfield.345.Arkoma Basin,1009113,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - PITTSBURG  OK (121) - Other tight reservoir rock,Horizontal,No,Yes,2,,,,Equation W-10B,0,73416.5,81.311
Arkoma Basin,1010205,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - POPE  AR (115) - Other tight reservoir rock,Horizontal,No,Yes,3,,,,Equation W-10B,0,0,0
Arkoma Basin,1010205,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - VAN BUREN  AR (141) - Other tight reservoir rock,Horizontal,No,Yes,29,,,,Equation W-10B,0,0,0
XTO Energy Inc 345 Arkoma,1009392,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - WHITE  AR (145) - Other tight reservoir rock,Horizontal,Yes,No,1,,,,Equation W-10B,143958.3334,1194,3.88
Arkoma Basin,1010205,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - WHITE  AR (145) - Other tight reservoir rock,Horizontal,No,Yes,44,,,,Equation W-10B,0,0,0
Atlas 360/Anadarko Basin - Nash,1011547,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ALFALFA  OK (3) - Other tight reservoir rock,Horizontal,Yes,Yes,1,,,,Equation W-10B,587500,39083,.51
Presidio Petroleum 360 Anadarko Basin,1009335,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BECKHAM  OK (9) - Other tight reservoir rock,Horizontal,No,Yes,3,,,,Equation W-10B,0,99833.3,22.6
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BECKHAM  OK (9) - Other tight reservoir rock,Horizontal,Yes,No,1,,,,Equation W-10A,,,0
Permian Basin - AAPG Province 430,1008449,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - LOVING  TX (301) - Other tight reservoir rock,Horizontal,Yes,Yes,32,,,,Equation W-10B,0,0,113.16
Permian Basin - AAPG Province 430,1008449,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - LOVING  TX (301) - Other tight reservoir rock,Vertical,Yes,Yes,1,,,,Equation W-10B,0,0,.85
345 Arkoma Bravo NR,1011963,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - COAL  OK (29) - High permeability gas,Horizontal,No,No,4,,,,Equation W-10B,410833,51.5,7.2
TEP Barnett USA LLC  415 - Strawn Basin,1008536,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],415 - JOHNSON  TX (251) - Shale gas,Horizontal,No,Yes,3,,,,Equation W-10A,,,7.219
XTO Energy Inc 415 Strawn,1009387,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],415 - TARRANT  TX (439) - Shale gas,Horizontal,No,Yes,6,,,,Equation W-10B,0,2344.3333333,.45
415 Strawn Basin DEC,1009276,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],415 - TARRANT  TX (439) - Shale gas,Horizontal,Yes,Yes,10,,,,Equation W-10B,7864930.556,8,2.9
415 Strawn Basin DEC,1009276,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],415 - TARRANT  TX (439) - Shale gas,Vertical,Yes,Yes,7,,,,Equation W-10B,5505451.3892,8,2
TEP Barnett USA LLC  415 - Strawn Basin,1008536,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],415 - TARRANT  TX (439) - Shale gas,Horizontal,No,Yes,8,,,,Equation W-10A,,,12.034
Atlas 415/Strawn Basin - Fort Worth,1010235,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],415 - TARRANT  TX (439) - Shale gas,Horizontal,Yes,Yes,3,,,,Equation W-10B,16995736,25403,79.4
Sage Natural Resources 415 Strawn Basin,1011674,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],415 - TARRANT  TX (439) - Shale gas,Horizontal,No,No,3,,,,Equation W-10B,2600875,178895,69.81
Sage Natural Resources 415 Strawn Basin,1011674,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],415 - TARRANT  TX (439) - Shale gas,Horizontal,No,Yes,24,,,,Equation W-10B,0,0,0
White Knight 420 Fort Worth Syncline,1012014,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - JACK  TX (237) - High permeability gas,Vertical,No,Yes,8,,,,Equation W-10B,1689250,5312.1069182,25.324
430 Permian Basin DEC,1008290,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - UPTON  TX (461) - Other tight reservoir rock,Vertical,Yes,Yes,3,,,,Equation W-10B,2359479.1668,8,.6
Permian Basin - AAPG Province 430,1008449,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - WARD  TX (475) - Other tight reservoir rock,Horizontal,Yes,Yes,6,,,,Equation W-10B,0,0,6.47
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CADDO  OK (15) - Other tight reservoir rock,Horizontal,No,No,2,,,,Equation W-10B,0,10.76,.189
360 Anadarko Basin DEC,1008287,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Other tight reservoir rock,Horizontal,Yes,Yes,3,,,,Equation W-10B,0,11,0
Presidio Petroleum 360 Anadarko Basin,1009335,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CUSTER  OK (39) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,0,0
Tapstone 360 Anadarko,1012024,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Other tight reservoir rock,Horizontal,No,Yes,4,,,,Equation W-10B,4216000,10080,102.134
Duncan Oil Properties  Inc. 360 Anadarko Basin,1008598,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Other tight reservoir rock,Horizontal,Yes,No,2,,,,Equation W-10B,4926284.095462,56.1415,1.607
Presidio Petroleum 360 Anadarko Basin,1009335,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,7083.3,6.5
Atlas 360/Anadarko Basin - Nash,1011547,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GARFIELD  OK (47) - Other tight reservoir rock,Horizontal,Yes,Yes,6,,,,Equation W-10B,7438075,19778,3.38
Presidio Petroleum 360 Anadarko Basin,1009335,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,Horizontal,No,Yes,4,,,,Equation W-10B,0,50614.6,151.5
Anadarko Basin,1008200,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,Horizontal,Yes,Yes,1,,,,Equation W-10A,,,1.7
Anadarko Basin,1008200,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10A,,,10.1
