EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_NAME,EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_ID,EF_W_EQUIP_LEAKS_ONSHORE.REPORTING_YEAR,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_NUM,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_DESC,EF_W_EQUIP_LEAKS_ONSHORE.INDUSTRY_SEGMENT,EF_W_EQUIP_LEAKS_ONSHORE.LOCATION,EF_W_EQUIP_LEAKS_ONSHORE.SOURCE_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.AVERAGE_TIME_OPERATIONAL,EF_W_EQUIP_LEAKS_ONSHORE.CO2_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.CH4_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_CALC_METHOD,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_PRESENT,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_EAST,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_WEST,EF_W_EQUIP_LEAKS_ONSHORE.EMISSION_SRC_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.SERVICE_TYPE
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,1040,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,710,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,1040,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,45,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,74,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Dehydrators,Yes,26,,,,
ConocoPhillips' Uinta (575),1007481,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,473,,,,
ConocoPhillips' Uinta (575),1007481,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,458,,,,
ConocoPhillips' Uinta (575),1007481,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,473,,,,
ConocoPhillips' Uinta (575),1007481,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Compressors,No,,,,,
ConocoPhillips' Uinta (575),1007481,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,In-line heaters,No,,,,,
ConocoPhillips' Uinta (575),1007481,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Dehydrators,No,,,,,
ConocoPhillips' Williston (395),1007482,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
ConocoPhillips' Williston (395),1007482,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
ConocoPhillips' Williston (395),1007482,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Meters/piping,No,,,,,
ConocoPhillips' Williston (395),1007482,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Compressors,No,,,,,
ConocoPhillips' Williston (395),1007482,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,In-line heaters,No,,,,,
ConocoPhillips' Williston (395),1007482,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Dehydrators,No,,,,,
Venado Operating Company LLC 220 Gulf Coast Basin,1008439,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,72,,,,
Venado Operating Company LLC 220 Gulf Coast Basin,1008439,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,126,,,,
Venado Operating Company LLC 220 Gulf Coast Basin,1008439,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,66,,,,
Venado Operating Company LLC 220 Gulf Coast Basin,1008439,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,8,,,,
Venado Operating Company LLC 220 Gulf Coast Basin,1008439,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,In-line heaters,No,,,,,
Venado Operating Company LLC 220 Gulf Coast Basin,1008439,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Dehydrators,Yes,9,,,,
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Wellhead,Yes,4698,,,,
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Separators,Yes,646,,,,
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Meters/piping,Yes,4694,,,,
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Compressors,Yes,23,,,,
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,In-line heaters,Yes,21,,,,
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Dehydrators,No,,,,,
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Wellhead,Yes,974,,,,
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Separators,Yes,1648,,,,
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Meters/piping,Yes,637,,,,
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Compressors,Yes,19,,,,
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,In-line heaters,Yes,784,,,,
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Dehydrators,No,,,,,
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Wellhead,Yes,98,,,,
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Separators,Yes,196,,,,
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Meters/piping,Yes,45,,,,
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Compressors,Yes,8,,,,
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,In-line heaters,Yes,102,,,,
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Dehydrators,No,,,,,
Stephens Production Company - ARKOMA Basin,1008474,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,925,,,,
Stephens Production Company - ARKOMA Basin,1008474,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,1464,,,,
Stephens Production Company - ARKOMA Basin,1008474,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,851,,,,
Stephens Production Company - ARKOMA Basin,1008474,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,298,,,,
Stephens Production Company - ARKOMA Basin,1008474,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,4,,,,
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,109,,,,
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,109,,,,
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,109,,,,
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,36,,,,
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,101,,,,
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Dehydrators,Yes,12,,,,
Grizzly Anadarko Basin,1008200,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,96,,,,
Grizzly Anadarko Basin,1008200,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,78,,,,
Grizzly Anadarko Basin,1008200,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,96,,,,
Grizzly Anadarko Basin,1008200,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,19,,,,
Grizzly Anadarko Basin,1008200,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,74,,,,
Grizzly Anadarko Basin,1008200,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Dehydrators,No,,,,,
Denver Basin - AAPG Province 540,1008202,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Compressors,Yes,470,,,,
Denver Basin - AAPG Province 540,1008202,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Dehydrators,No,0,,,,
Denver Basin - AAPG Province 540,1008202,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,In-line heaters,No,0,,,,
Denver Basin - AAPG Province 540,1008202,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Meters/piping,Yes,2003,,,,
Denver Basin - AAPG Province 540,1008202,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Separators,Yes,3451,,,,
Denver Basin - AAPG Province 540,1008202,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Wellhead,Yes,6014,,,,
SWEPI / Green River Basin,1008213,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,Wellhead,,,,,,
SWEPI / Green River Basin,1008213,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,Separators,,,,,,
SWEPI / Green River Basin,1008213,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,Meters/piping,,,,,,
SWEPI / Green River Basin,1008213,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,Compressors,,,,,,
SWEPI / Green River Basin,1008213,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,In-line heaters,,,,,,
SWEPI / Green River Basin,1008213,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,Dehydrators,,,,,,
Stephens Production Company - ARKOMA Basin,1008474,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Dehydrators,Yes,112,,,,
Mid-Gulf Coast Basin Code 210,1008506,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Wellhead,No,,,,,
Mid-Gulf Coast Basin Code 210,1008506,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Separators,No,,,,,
Mid-Gulf Coast Basin Code 210,1008506,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Meters/piping,No,,,,,
Mid-Gulf Coast Basin Code 210,1008506,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Compressors,No,,,,,
Mid-Gulf Coast Basin Code 210,1008506,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,In-line heaters,No,,,,,
Mid-Gulf Coast Basin Code 210,1008506,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Dehydrators,No,,,,,
